,date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
121,2020-07-07,sh.601398,5.6700000000,5.8500000000,5.5600000000,5.5600000000,5.6000000000,622456480,3518396225.0000,2,0.230900,1,-0.714300,6.296590,0.774760,2.340563,2.672457,0
122,2020-07-08,sh.601398,5.5200000000,5.5900000000,5.3800000000,5.4700000000,5.5600000000,613051056,3357353297.0000,2,0.227400,1,-1.618700,6.194667,0.762218,2.302676,2.629198,0
123,2020-07-09,sh.601398,5.4300000000,5.4500000000,5.3500000000,5.3800000000,5.4700000000,569342048,3064469064.0000,2,0.211200,1,-1.645300,6.092744,0.749677,2.264789,2.585939,0
124,2020-07-10,sh.601398,5.3600000000,5.3700000000,5.2000000000,5.2200000000,5.3800000000,626079328,3302585366.0000,2,0.232200,1,-2.974000,5.911547,0.727382,2.197435,2.509033,0
125,2020-07-13,sh.601398,5.2000000000,5.2500000000,5.1600000000,5.2100000000,5.2200000000,608928416,3167529369.0000,2,0.225900,1,-0.191600,5.900222,0.725989,2.193225,2.504227,0
126,2020-07-14,sh.601398,5.1900000000,5.2000000000,5.1300000000,5.1400000000,5.2100000000,463922048,2397441231.0000,2,0.172100,1,-1.343600,5.820948,0.716235,2.163758,2.470581,0
127,2020-07-15,sh.601398,5.1600000000,5.1800000000,5.0700000000,5.0800000000,5.1400000000,461149408,2355023798.0000,2,0.171000,1,-1.167300,5.753000,0.707874,2.138500,2.441741,0
128,2020-07-16,sh.601398,5.0800000000,5.1300000000,5.0500000000,5.0600000000,5.0800000000,492285808,2505984420.0000,2,0.182600,1,-0.393700,5.730350,0.705087,2.130081,2.432128,0
129,2020-07-17,sh.601398,5.0600000000,5.0800000000,5.0300000000,5.0600000000,5.0600000000,297529792,1504161297.0000,2,0.110400,1,0.000000,5.730350,0.705087,2.130081,2.432128,0
130,2020-07-20,sh.601398,5.0700000000,5.1400000000,5.0500000000,5.1300000000,5.0600000000,386592368,1974500422.0000,2,0.143400,1,1.383400,5.809624,0.714841,2.159548,2.465774,0
131,2020-07-21,sh.601398,5.1300000000,5.1400000000,5.0900000000,5.1000000000,5.1300000000,226253759,1154453551.2900,2,0.083900,1,-0.584800,5.775649,0.710661,2.146919,2.451354,0
132,2020-07-22,sh.601398,5.1000000000,5.1400000000,5.0700000000,5.0900000000,5.1000000000,292661104,1493366737.4100,2,0.108500,1,-0.196100,5.764324,0.709267,2.142709,2.446548,0
133,2020-07-23,sh.601398,5.0700000000,5.0800000000,5.0200000000,5.0300000000,5.0900000000,375136560,1890158446.4300,2,0.139100,1,-1.178800,5.696376,0.700907,2.117452,2.417708,0
134,2020-07-24,sh.601398,5.0300000000,5.0300000000,4.9600000000,4.9800000000,5.0300000000,363761008,1817042791.3900,2,0.134900,1,-0.994000,5.639752,0.693939,2.096403,2.393675,0
135,2020-07-27,sh.601398,4.9800000000,5.0000000000,4.9500000000,4.9700000000,4.9800000000,217634490,1082016313.9100,2,0.080700,1,-0.200800,5.628427,0.692546,2.092194,2.388869,0
136,2020-07-28,sh.601398,4.9900000000,5.0000000000,4.9600000000,4.9800000000,4.9700000000,174844591,870345478.1200,2,0.064900,1,0.201200,5.639752,0.693939,2.096403,2.393675,0
137,2020-07-29,sh.601398,4.9700000000,5.0200000000,4.9300000000,5.0200000000,4.9800000000,275856672,1375574099.2300,2,0.102300,1,0.803200,5.685051,0.699513,2.113242,2.412902,0
138,2020-07-30,sh.601398,5.0200000000,5.0200000000,4.9800000000,4.9800000000,5.0200000000,153782861,768439793.2700,2,0.057000,1,-0.796800,5.639752,0.693939,2.096403,2.393675,0
139,2020-07-31,sh.601398,4.9800000000,5.0100000000,4.9500000000,4.9600000000,4.9800000000,254967287,1268345180.2000,2,0.094600,1,-0.401600,5.617102,0.691152,2.087984,2.384062,0
140,2020-08-03,sh.601398,4.9800000000,5.0000000000,4.9600000000,4.9800000000,4.9600000000,244686781,1217707579.5000,2,0.090800,1,0.403200,5.639752,0.693939,2.096403,2.393675,0
141,2020-08-04,sh.601398,4.9900000000,5.0700000000,4.9700000000,5.0500000000,4.9800000000,401220464,2015491477.6400,2,0.148800,1,1.405600,5.719025,0.703693,2.125871,2.427321,0
142,2020-08-05,sh.601398,5.0200000000,5.0300000000,4.9900000000,5.0000000000,5.0500000000,205232006,1027991586.4000,2,0.076100,1,-0.990100,5.662401,0.696726,2.104823,2.403289,0
143,2020-08-06,sh.601398,5.0100000000,5.0300000000,4.9800000000,5.0200000000,5.0000000000,209927052,1049299499.2500,2,0.077900,1,0.400000,5.685051,0.699513,2.113242,2.412902,0
144,2020-08-07,sh.601398,5.0100000000,5.0100000000,4.9700000000,4.9800000000,5.0200000000,192143281,957716707.8600,2,0.071300,1,-0.796800,5.639752,0.693939,2.096403,2.393675,0
145,2020-08-10,sh.601398,4.9700000000,5.0000000000,4.9600000000,4.9900000000,4.9800000000,200986917,1001722874.7500,2,0.074500,1,0.200800,5.651076,0.695333,2.100613,2.398482,0
146,2020-08-11,sh.601398,4.9800000000,5.0200000000,4.9700000000,4.9800000000,4.9900000000,276724560,1383596404.4800,2,0.102600,1,-0.200400,5.639752,0.693939,2.096403,2.393675,0
147,2020-08-12,sh.601398,4.9700000000,4.9900000000,4.9600000000,4.9900000000,4.9800000000,225612404,1121910726.6900,2,0.083700,1,0.200800,5.651076,0.695333,2.100613,2.398482,0
148,2020-08-13,sh.601398,4.9800000000,5.0000000000,4.9700000000,4.9800000000,4.9900000000,116382932,580121566.5700,2,0.043200,1,-0.200400,5.639752,0.693939,2.096403,2.393675,0
149,2020-08-14,sh.601398,4.9800000000,5.0200000000,4.9700000000,5.0200000000,4.9800000000,208584453,1042149479.8500,2,0.077400,1,0.803200,5.685051,0.699513,2.113242,2.412902,0
150,2020-08-17,sh.601398,5.0200000000,5.1100000000,5.0200000000,5.0900000000,5.0200000000,548693328,2783708791.1600,2,0.203500,1,1.394400,5.764324,0.709267,2.142709,2.446548,0
151,2020-08-18,sh.601398,5.0900000000,5.0900000000,5.0400000000,5.0500000000,5.0900000000,237195504,1199875631.3700,2,0.088000,1,-0.785900,5.719025,0.703693,2.125871,2.427321,0
152,2020-08-19,sh.601398,5.0600000000,5.0700000000,5.0300000000,5.0300000000,5.0500000000,163005140,821836841.4300,2,0.060500,1,-0.396000,5.696376,0.700907,2.117452,2.417708,0
153,2020-08-20,sh.601398,5.0200000000,5.0300000000,4.9900000000,5.0000000000,5.0300000000,164245323,821731215.3500,2,0.060900,1,-0.596400,5.662401,0.696726,2.104823,2.403289,0
154,2020-08-21,sh.601398,5.0100000000,5.0200000000,4.9900000000,5.0100000000,5.0000000000,130184483,651086296.0300,2,0.048300,1,0.200000,5.673726,0.698120,2.109032,2.408095,0
155,2020-08-24,sh.601398,5.0100000000,5.0200000000,4.9900000000,4.9900000000,5.0100000000,120078607,600551218.0400,2,0.044500,1,-0.399200,5.651076,0.695333,2.100613,2.398482,0
156,2020-08-25,sh.601398,5.0000000000,5.0100000000,4.9800000000,5.0000000000,4.9900000000,154898745,773465195.4900,2,0.057500,1,0.200400,5.662401,0.696726,2.104823,2.403289,0
157,2020-08-26,sh.601398,5.0000000000,5.0000000000,4.9700000000,4.9800000000,5.0000000000,151462246,754742688.5400,2,0.056200,1,-0.400000,5.639752,0.693939,2.096403,2.393675,0
158,2020-08-27,sh.601398,4.9800000000,4.9800000000,4.9600000000,4.9700000000,4.9800000000,141665658,703831744.5900,2,0.052500,1,-0.200800,5.628427,0.692546,2.092194,2.388869,0
159,2020-08-28,sh.601398,4.9700000000,5.0100000000,4.9600000000,5.0000000000,4.9700000000,210367849,1048187711.3300,2,0.078000,1,0.603600,5.662401,0.696726,2.104823,2.403289,0
160,2020-08-31,sh.601398,4.9900000000,5.0100000000,4.9600000000,4.9600000000,5.0000000000,263148438,1312043185.8700,2,0.097600,1,-0.800000,6.031653,0.700183,2.053869,4.062553,0
161,2020-09-01,sh.601398,4.9600000000,4.9700000000,4.9400000000,4.9600000000,4.9600000000,156648375,776360132.3600,2,0.058100,1,0.000000,6.031653,0.700183,2.053869,4.062553,0
162,2020-09-02,sh.601398,4.9600000000,4.9600000000,4.9200000000,4.9200000000,4.9600000000,272900848,1345657209.6900,2,0.101200,1,-0.806500,5.983011,0.694536,2.037305,4.029790,0
163,2020-09-03,sh.601398,4.9200000000,4.9400000000,4.8900000000,4.9100000000,4.9200000000,183967179,903223967.5100,2,0.068200,1,-0.203300,5.970850,0.693124,2.033164,4.021599,0
164,2020-09-04,sh.601398,4.8900000000,4.9100000000,4.8800000000,4.9000000000,4.9100000000,140939398,689451433.4300,2,0.052300,1,-0.203700,5.958690,0.691713,2.029023,4.013409,0
165,2020-09-07,sh.601398,4.8900000000,4.9200000000,4.8800000000,4.9000000000,4.9000000000,152562738,748340492.6200,2,0.056600,1,0.000000,5.958690,0.691713,2.029023,4.013409,0
166,2020-09-08,sh.601398,4.9000000000,4.9600000000,4.8900000000,4.9500000000,4.9000000000,199548082,984987766.6900,2,0.074000,1,1.020400,6.019493,0.698771,2.049728,4.054362,0
167,2020-09-09,sh.601398,4.9300000000,4.9500000000,4.9200000000,4.9400000000,4.9500000000,161334069,796614938.4100,2,0.059800,1,-0.202000,6.007332,0.697359,2.045587,4.046171,0
168,2020-09-10,sh.601398,4.9400000000,4.9500000000,4.9000000000,4.9100000000,4.9400000000,144437836,710761036.2700,2,0.053600,1,-0.607300,5.970850,0.693124,2.033164,4.021599,0
169,2020-09-11,sh.601398,4.9000000000,4.9500000000,4.9000000000,4.9300000000,4.9100000000,149430213,735936770.8400,2,0.055400,1,0.407300,5.995171,0.695948,2.041446,4.037981,0
170,2020-09-14,sh.601398,4.9300000000,4.9400000000,4.9100000000,4.9300000000,4.9300000000,102757121,505351325.9600,2,0.038100,1,0.000000,5.995171,0.695948,2.041446,4.037981,0
171,2020-09-15,sh.601398,4.9200000000,4.9300000000,4.9100000000,4.9200000000,4.9300000000,82808103,407040417.3900,2,0.030700,1,-0.202800,5.983011,0.694536,2.037305,4.029790,0
172,2020-09-16,sh.601398,4.9200000000,4.9400000000,4.9000000000,4.9400000000,4.9200000000,107615627,530226171.8300,2,0.039900,1,0.406500,6.007332,0.697359,2.045587,4.046171,0
173,2020-09-17,sh.601398,4.9400000000,4.9500000000,4.9200000000,4.9400000000,4.9400000000,120886368,596571628.2000,2,0.044800,1,0.000000,6.007332,0.697359,2.045587,4.046171,0
174,2020-09-18,sh.601398,4.9500000000,4.9800000000,4.9300000000,4.9800000000,4.9400000000,260734428,1293690927.1400,2,0.096700,1,0.809700,6.055974,0.703006,2.062150,4.078934,0
175,2020-09-21,sh.601398,4.9700000000,4.9900000000,4.9400000000,4.9600000000,4.9800000000,121766522,604081552.3900,2,0.045200,1,-0.401600,6.031653,0.700183,2.053869,4.062553,0
176,2020-09-22,sh.601398,4.9500000000,4.9600000000,4.9200000000,4.9300000000,4.9600000000,109705020,542057883.7100,2,0.040700,1,-0.604800,5.995171,0.695948,2.041446,4.037981,0
177,2020-09-23,sh.601398,4.9300000000,4.9400000000,4.9100000000,4.9200000000,4.9300000000,100583616,495260687.9500,2,0.037300,1,-0.202800,5.983011,0.694536,2.037305,4.029790,0
178,2020-09-24,sh.601398,4.9100000000,4.9200000000,4.8800000000,4.9000000000,4.9200000000,126596512,619885383.5600,2,0.047000,1,-0.406500,5.958690,0.691713,2.029023,4.013409,0
179,2020-09-25,sh.601398,4.9000000000,4.9100000000,4.8800000000,4.8900000000,4.9000000000,108001750,528791476.5300,2,0.040100,1,-0.204100,5.946529,0.690301,2.024883,4.005218,0
180,2020-09-28,sh.601398,4.9000000000,4.9400000000,4.8800000000,4.9400000000,4.8900000000,163464701,803113058.9900,2,0.060600,1,1.022500,6.007332,0.697359,2.045587,4.046171,0
181,2020-09-29,sh.601398,4.9400000000,4.9500000000,4.9100000000,4.9100000000,4.9400000000,115613449,570003173.0700,2,0.042900,1,-0.607300,5.970850,0.693124,2.033164,4.021599,0
182,2020-09-30,sh.601398,4.9200000000,4.9500000000,4.9100000000,4.9200000000,4.9100000000,151234271,745278041.8400,2,0.056100,1,0.203700,5.983011,0.694536,2.037305,4.029790,0
183,2020-10-09,sh.601398,4.9400000000,4.9400000000,4.9100000000,4.9100000000,4.9200000000,128998422,635218844.3500,2,0.047800,1,-0.203300,5.970850,0.693124,2.033164,4.021599,0
184,2020-10-12,sh.601398,4.9200000000,4.9700000000,4.9100000000,4.9600000000,4.9100000000,252543847,1248536339.3600,2,0.093700,1,1.018300,6.031653,0.700183,2.053869,4.062553,0
185,2020-10-13,sh.601398,4.9500000000,4.9600000000,4.9100000000,4.9200000000,4.9600000000,167433669,825268306.2700,2,0.062100,1,-0.806500,5.983011,0.694536,2.037305,4.029790,0
186,2020-10-14,sh.601398,4.9200000000,4.9300000000,4.9100000000,4.9200000000,4.9200000000,140848926,692484410.0900,2,0.052200,1,0.000000,5.983011,0.694536,2.037305,4.029790,0
187,2020-10-15,sh.601398,4.9200000000,4.9500000000,4.9000000000,4.9300000000,4.9200000000,201150932,992203997.1100,2,0.074600,1,0.203300,5.995171,0.695948,2.041446,4.037981,0
188,2020-10-16,sh.601398,4.9200000000,5.0200000000,4.9200000000,4.9900000000,4.9300000000,500955760,2496968033.8700,2,0.185800,1,1.217000,6.068135,0.704418,2.066291,4.087124,0
189,2020-10-19,sh.601398,4.9900000000,5.0800000000,4.9800000000,5.0200000000,4.9900000000,345816272,1741740680.0500,2,0.128300,1,0.601200,6.104617,0.708653,2.078714,4.111696,0
190,2020-10-20,sh.601398,5.0100000000,5.0100000000,4.9500000000,4.9800000000,5.0200000000,240689629,1197285747.7100,2,0.089300,1,-0.796800,6.055974,0.703006,2.062150,4.078934,0
191,2020-10-21,sh.601398,4.9800000000,5.0700000000,4.9500000000,5.0500000000,4.9800000000,325876176,1637539375.1700,2,0.120900,1,1.405600,6.141099,0.712888,2.091136,4.136268,0
192,2020-10-22,sh.601398,5.0500000000,5.0700000000,5.0200000000,5.0600000000,5.0500000000,191063454,963485740.6500,2,0.070900,1,0.198000,6.153259,0.714299,2.095277,4.144459,0
193,2020-10-23,sh.601398,5.0500000000,5.0800000000,5.0300000000,5.0600000000,5.0600000000,235615563,1193368823.8700,2,0.087400,1,0.000000,6.153259,0.714299,2.095277,4.144459,0
194,2020-10-26,sh.601398,5.0600000000,5.0700000000,5.0100000000,5.0200000000,5.0600000000,179783563,905802520.8900,2,0.066700,1,-0.790500,6.104617,0.708653,2.078714,4.111696,0
195,2020-10-27,sh.601398,5.0100000000,5.0400000000,5.0000000000,5.0300000000,5.0200000000,159795896,801971542.3400,2,0.059300,1,0.199200,6.116777,0.710064,2.082855,4.119887,0
196,2020-10-28,sh.601398,5.0200000000,5.0300000000,4.9800000000,5.0000000000,5.0300000000,182063873,910381917.1200,2,0.067500,1,-0.596400,6.080296,0.705829,2.070432,4.095315,0
197,2020-10-29,sh.601398,4.9800000000,4.9900000000,4.9500000000,4.9600000000,5.0000000000,167446150,831255142.6700,2,0.062100,1,-0.800000,6.031653,0.700183,2.053869,4.062553,0
198,2020-10-30,sh.601398,4.9600000000,4.9800000000,4.9100000000,4.9200000000,4.9600000000,210764327,1040631798.7100,2,0.078200,1,-0.806500,5.983011,0.694536,2.037305,4.029790,0
199,2020-11-02,sh.601398,4.9200000000,4.9500000000,4.9100000000,4.9400000000,4.9200000000,157226709,775279271.8700,2,0.058300,1,0.406500,6.088264,0.682300,2.014666,-75.785421,0
200,2020-11-03,sh.601398,4.9500000000,4.9800000000,4.9400000000,4.9500000000,4.9400000000,135357406,671170595.7400,2,0.050200,1,0.202400,6.100589,0.683681,2.018744,-75.938833,0
201,2020-11-04,sh.601398,4.9700000000,4.9800000000,4.9300000000,4.9500000000,4.9500000000,146498496,726041150.6100,2,0.054300,1,0.000000,6.100589,0.683681,2.018744,-75.938833,0
202,2020-11-05,sh.601398,4.9700000000,4.9900000000,4.9400000000,4.9500000000,4.9500000000,163734975,811620261.6200,2,0.060700,1,0.000000,6.100589,0.683681,2.018744,-75.938833,0
203,2020-11-06,sh.601398,4.9500000000,4.9800000000,4.9300000000,4.9600000000,4.9500000000,165958743,822468060.3400,2,0.061600,1,0.202000,6.112913,0.685062,2.022823,-76.092245,0
204,2020-11-09,sh.601398,4.9700000000,4.9900000000,4.9600000000,4.9800000000,4.9600000000,225602124,1122494987.0700,2,0.083700,1,0.403200,6.137562,0.687824,2.030979,-76.399069,0
205,2020-11-10,sh.601398,5.0100000000,5.0500000000,5.0000000000,5.0200000000,4.9800000000,259168387,1300974712.9900,2,0.096100,1,0.803200,6.186860,0.693349,2.047292,-77.012716,0
206,2020-11-11,sh.601398,5.0100000000,5.0800000000,5.0000000000,5.0700000000,5.0200000000,309611504,1564938518.3900,2,0.114800,1,0.996000,6.248482,0.700255,2.067684,-77.779775,0
207,2020-11-12,sh.601398,5.0600000000,5.0600000000,5.0100000000,5.0100000000,5.0700000000,139875220,702982494.7500,2,0.051900,1,-1.183400,6.174535,0.691968,2.043214,-76.859304,0
208,2020-11-13,sh.601398,5.0100000000,5.0100000000,4.9500000000,4.9600000000,5.0100000000,192265408,955481766.1000,2,0.071300,1,-0.998000,6.112913,0.685062,2.022823,-76.092245,0
209,2020-11-16,sh.601398,4.9700000000,4.9900000000,4.9600000000,4.9800000000,4.9600000000,128241596,637821655.3700,2,0.047600,1,0.403200,6.137562,0.687824,2.030979,-76.399069,0
210,2020-11-17,sh.601398,4.9800000000,5.0000000000,4.9700000000,5.0000000000,4.9800000000,122033280,608551313.8600,2,0.045300,1,0.401600,6.162211,0.690587,2.039136,-76.705892,0
211,2020-11-18,sh.601398,5.0000000000,5.0500000000,4.9800000000,5.0300000000,5.0000000000,193561819,972693581.9000,2,0.071800,1,0.600000,6.199184,0.694730,2.051371,-77.166127,0
212,2020-11-19,sh.601398,5.0200000000,5.0500000000,5.0200000000,5.0400000000,5.0300000000,154569394,778151976.8200,2,0.057300,1,0.198800,6.211509,0.696111,2.055449,-77.319539,0
213,2020-11-20,sh.601398,5.0500000000,5.0600000000,5.0100000000,5.0300000000,5.0400000000,126572054,636625580.1700,2,0.046900,1,-0.198400,6.199184,0.694730,2.051371,-77.166127,0
214,2020-11-23,sh.601398,5.0100000000,5.0800000000,5.0100000000,5.0700000000,5.0300000000,282580048,1428218315.6200,2,0.104800,1,0.795200,6.248482,0.700255,2.067684,-77.779775,0
215,2020-11-24,sh.601398,5.0700000000,5.0900000000,5.0500000000,5.0500000000,5.0700000000,189318043,959879196.8500,2,0.070200,1,-0.394500,6.223833,0.697493,2.059527,-77.472951,0
216,2020-11-25,sh.601398,5.0800000000,5.1100000000,5.0400000000,5.0400000000,5.0500000000,200292965,1017147724.1400,2,0.074300,1,-0.198000,6.211509,0.696111,2.055449,-77.319539,0
217,2020-11-26,sh.601398,5.0400000000,5.1000000000,5.0300000000,5.0900000000,5.0400000000,197392278,1002567141.7000,2,0.073200,1,0.992100,6.273131,0.703017,2.075840,-78.086598,0
218,2020-11-27,sh.601398,5.1100000000,5.3900000000,5.1100000000,5.3900000000,5.0900000000,929749520,4879296143.5800,2,0.344800,1,5.893900,6.642863,0.744452,2.198188,-82.688952,0
219,2020-11-30,sh.601398,5.4600000000,5.6400000000,5.3100000000,5.3200000000,5.3900000000,1245663648,6850764187.3600,2,0.462000,1,-1.298700,6.556592,0.734784,2.169640,-81.615069,0
220,2020-12-01,sh.601398,5.3100000000,5.5000000000,5.2800000000,5.4700000000,5.3200000000,530373632,2868661472.6300,2,0.196700,1,2.819500,6.741459,0.755502,2.230814,-83.916246,0
221,2020-12-02,sh.601398,5.4400000000,5.5300000000,5.3500000000,5.4500000000,5.4700000000,351809632,1915490212.4700,2,0.130500,1,-0.365600,6.716810,0.752739,2.222658,-83.609422,0
222,2020-12-03,sh.601398,5.4500000000,5.4800000000,5.3400000000,5.3800000000,5.4500000000,278801936,1502313597.8900,2,0.103400,1,-1.284400,6.630539,0.743071,2.194110,-82.535540,0
223,2020-12-04,sh.601398,5.3800000000,5.3800000000,5.2200000000,5.3100000000,5.3800000000,330280496,1743943249.6900,2,0.122500,1,-1.301100,6.544268,0.733403,2.165562,-81.461657,0
224,2020-12-07,sh.601398,5.2900000000,5.3300000000,5.1700000000,5.1900000000,5.3100000000,275402304,1438818983.4400,2,0.102100,1,-2.259900,6.396375,0.716829,2.116623,-79.620716,0
225,2020-12-08,sh.601398,5.1900000000,5.2200000000,5.1100000000,5.1200000000,5.1900000000,266106433,1368985713.8900,2,0.098700,1,-1.348700,6.310104,0.707161,2.088075,-78.546834,0
226,2020-12-09,sh.601398,5.1400000000,5.1600000000,5.0900000000,5.1000000000,5.1200000000,243722631,1248006371.9700,2,0.090400,1,-0.390600,6.285455,0.704398,2.079918,-78.240010,0
227,2020-12-10,sh.601398,5.1000000000,5.1100000000,5.0400000000,5.0600000000,5.1000000000,259472652,1313829151.7200,2,0.096200,1,-0.784300,6.236157,0.698874,2.063605,-77.626363,0
228,2020-12-11,sh.601398,5.0600000000,5.0800000000,5.0200000000,5.0800000000,5.0600000000,279273264,1408322766.0100,2,0.103600,1,0.395300,6.260806,0.701636,2.071762,-77.933186,0
229,2020-12-14,sh.601398,5.0700000000,5.0900000000,5.0300000000,5.0500000000,5.0800000000,272105952,1375565025.5200,2,0.100900,1,-0.590600,6.223833,0.697493,2.059527,-77.472951,0
230,2020-12-15,sh.601398,5.0500000000,5.0500000000,4.9800000000,5.0100000000,5.0500000000,340751824,1703696312.7600,2,0.126400,1,-0.792100,6.174535,0.691968,2.043214,-76.859304,0
231,2020-12-16,sh.601398,5.0100000000,5.0500000000,4.9900000000,5.0000000000,5.0100000000,266067496,1333083487.3600,2,0.098700,1,-0.199600,6.162211,0.690587,2.039136,-76.705892,0
232,2020-12-17,sh.601398,5.0000000000,5.0400000000,4.9600000000,5.0300000000,5.0000000000,331127872,1653433805.2300,2,0.122800,1,0.600000,6.199184,0.694730,2.051371,-77.166127,0
233,2020-12-18,sh.601398,5.0100000000,5.0300000000,4.9800000000,5.0000000000,5.0300000000,219772170,1098952027.5900,2,0.081500,1,-0.596400,6.162211,0.690587,2.039136,-76.705892,0
234,2020-12-21,sh.601398,5.0100000000,5.0200000000,4.9800000000,5.0000000000,5.0000000000,205828822,1029138053.1300,2,0.076300,1,0.000000,6.162211,0.690587,2.039136,-76.705892,0
235,2020-12-22,sh.601398,4.9900000000,5.0000000000,4.9200000000,4.9400000000,5.0000000000,365749392,1813673039.7900,2,0.135700,1,-1.200000,6.088264,0.682300,2.014666,-75.785421,0
236,2020-12-23,sh.601398,4.9400000000,4.9700000000,4.9300000000,4.9600000000,4.9400000000,219146383,1083275738.1400,2,0.081300,1,0.404900,6.112913,0.685062,2.022823,-76.092245,0
237,2020-12-24,sh.601398,4.9600000000,4.9800000000,4.9400000000,4.9600000000,4.9600000000,122262763,606453338.2700,2,0.045300,1,0.000000,6.112913,0.685062,2.022823,-76.092245,0
238,2020-12-25,sh.601398,4.9600000000,4.9700000000,4.9500000000,4.9700000000,4.9600000000,153283872,760124136.9900,2,0.056900,1,0.201600,6.125238,0.686443,2.026901,-76.245657,0
239,2020-12-28,sh.601398,4.9600000000,4.9700000000,4.9300000000,4.9700000000,4.9700000000,231926812,1148788802.4200,2,0.086000,1,0.000000,6.125238,0.686443,2.026901,-76.245657,0
240,2020-12-29,sh.601398,4.9700000000,4.9800000000,4.9500000000,4.9800000000,4.9700000000,254202319,1262344537.8900,2,0.094300,1,0.201200,6.137562,0.687824,2.030979,-76.399069,0
241,2020-12-30,sh.601398,4.9700000000,4.9800000000,4.9400000000,4.9600000000,4.9800000000,254078489,1258737038.7000,2,0.094200,1,-0.401600,6.112913,0.685062,2.022823,-76.092245,0
242,2020-12-31,sh.601398,4.9500000000,5.0100000000,4.9500000000,4.9900000000,4.9600000000,310003984,1545155692.3000,2,0.115000,1,0.604800,6.149886,0.689206,2.035057,-76.552480,0
